Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2018,December,17051,0,59112,0,0,0,0,0,103,0,0,103
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,January,4693,0,8974,0,0,0,0,0,3,0,0,3
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,February,35531,0,95334,0,0,0,0,0,172,0,0,172
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,March,83712,0,197688,0,0,0,0,0,548,0,0,548
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,April,62811,0,148531,0,0,0,0,0,413,0,0,413
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,May,64344,0,153920,0,0,0,0,0,567,0,0,567
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,June,62127,0,147501,0,0,0,0,0,440,0,0,440
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,July,66363,0,158364,0,0,0,0,0,489,0,0,489
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,August,48510,0,116722,0,0,0,0,0,310,0,0,310
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,September,43009,0,118271,0,0,0,0,0,338,0,0,338
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,October,50053,0,138625,0,0,0,0,0,403,0,0,403
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,November,38575,0,105577,0,0,0,0,0,311,0,0,311
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2019,December,49057,0,132396,0,0,0,0,0,249,0,0,249
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,January,40264,0,85387,0,0,0,0,0,271,0,0,271
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,February,41823,0,88079,0,0,0,0,0,260,0,0,260
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,March,48402,0,90008,0,0,0,0,0,277,0,0,277
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,April,0,0,0,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,May,0,0,0,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,June,1449,0,2566,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,July,43251,0,85705,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,August,45384,0,89593,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,September,48269,0,100685,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,October,57660,0,121620,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,November,42232,0,90780,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2020,December,46649,0,97982,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,January,45053,0,95348,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,February,35766,0,76782,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,March,98118,0,179281,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,April,78723,0,147439,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,May,85197,0,160543,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,June,72891,0,137740,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,July,86436,0,160125,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,August,51453,0,99998,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,September,47151,0,101436,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,October,63669,0,135155,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,November,56410,0,117112,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2021,December,61602,0,126855,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,January,45083,0,92269,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,February,44186,0,97940,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,March,99649,0,183002,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,April,75417,0,142993,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,May,64329,0,131897,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,June,56802,0,108651,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,July,62853,0,122284,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,August,46338,0,88770,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,September,50331,0,105080,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,October,57639,0,118378,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,November,49712,0,101632,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2022,December,52788,0,106356,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,January,42942,0,89132,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,February,43512,0,92490,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,March,101402,0,181597,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,April,80337,0,149050,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,May,71622,0,134569,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,June,64245,0,121151,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,July,60270,0,114563,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,August,43155,0,84808,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,September,52738,0,109824,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,October,63869,0,133173,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,November,50685,0,104220,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2023,December,54319,0,111333,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,January,37476,0,78858,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,February,42814,0,89849,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,March,105286,0,190299,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,April,87378,0,162779,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,May,62001,0,141455,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,June,56400,0,106216,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,July,53205,0,98822,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,August,41892,0,79599,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,September,43204,0,91443,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,October,58118,0,116335,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,November,52220,0,110441,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2024,December,62242,0,126310,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,January,40809,0,84248,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,February,43146,0,89744,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,March,91656,0,168390,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,April,66951,0,126961,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,May,69126,0,122702,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,June,62133,0,114794,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,July,70086,0,113184,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,August,49344,0,89475,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,September,39255,0,83526,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,October,22389,0,45240,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,November,46486,0,94302,0,0,0,0,0,0,0,0,0
White Sands National Park (formerly White Sands National Monument),WHSA,NM,2025,December,58361,0,134844,0,0,0,0,0,0,0,0,0
Wind Cave National Park,WICA,SD,2015,January,16116,18486,26619,6100,0,0,0,0,1,0,0,1
Wind Cave National Park,WICA,SD,2015,February,10885,12486,18539,4120,0,0,0,0,0,0,0,0
Wind Cave National Park,WICA,SD,2015,March,18788,14368,34979,4741,0,44,19,0,5,0,0,68
Wind Cave National Park,WICA,SD,2015,April,36808,12760,104031,4211,0,55,75,0,5,34,0,169
Wind Cave National Park,WICA,SD,2015,May,69312,24028,206540,7929,0,292,272,0,26,99,0,689
Wind Cave National Park,WICA,SD,2015,June,117438,40712,374721,13435,0,473,894,0,34,210,0,1611
Wind Cave National Park,WICA,SD,2015,July,119875,26715,384342,8816,0,703,328,0,48,53,0,1132
Wind Cave National Park,WICA,SD,2015,August,97900,21818,318410,7200,0,378,1108,0,23,158,0,1667
Wind Cave National Park,WICA,SD,2015,September,73754,25568,233359,8437,0,361,841,0,33,53,0,1288
Wind Cave National Park,WICA,SD,2015,October,24704,18891,51922,6234,0,104,244,0,4,0,0,352
Wind Cave National Park,WICA,SD,2015,November,15014,17222,25868,5683,0,9,20,0,0,0,0,29
Wind Cave National Park,WICA,SD,2015,December,11604,13310,19475,4392,0,1,3,0,0,0,0,4
Wind Cave National Park,WICA,SD,2016,January,10734,12312,18303,4063,0,9,8,0,0,0,0,17
Wind Cave National Park,WICA,SD,2016,February,13785,15812,23105,5218,0,1,7,0,2,0,0,10
Wind Cave National Park,WICA,SD,2016,March,24239,18535,44795,6117,0,18,41,0,7,0,0,66
Wind Cave National Park,WICA,SD,2016,April,38373,13303,108364,4390,0,73,143,0,4,0,0,220
Wind Cave National Park,WICA,SD,2016,May,51752,17941,168472,5920,0,318,361,0,146,141,0,966
Wind Cave National Park,WICA,SD,2016,June,114636,39740,380819,13114,0,964,846,0,93,73,0,1976
Wind Cave National Park,WICA,SD,2016,July,124710,27793,431529,9172,0,1296,791,0,91,155,0,2333
Wind Cave National Park,WICA,SD,2016,August,104543,23298,337959,7688,0,860,582,0,61,0,0,1503
Wind Cave National Park,WICA,SD,2016,September,78141,27089,259349,8939,0,294,1179,0,68,294,0,1835
Wind Cave National Park,WICA,SD,2016,October,28696,21944,65080,7242,0,218,362,0,21,0,0,601
Wind Cave National Park,WICA,SD,2016,November,15994,18346,29299,6054,0,42,81,0,0,0,0,123
Wind Cave National Park,WICA,SD,2016,December,11774,13505,19688,4457,0,0,0,0,0,0,0,0
Wind Cave National Park,WICA,SD,2017,January,11916,13668,19926,4510,0,0,3,0,0,0,0,3
Wind Cave National Park,WICA,SD,2017,February,15543,17828,26037,5883,0,6,10,0,0,0,0,16
Wind Cave National Park,WICA,SD,2017,March,24896,19038,46248,6283,0,49,32,0,5,0,0,86
Wind Cave National Park,WICA,SD,2017,April,38002,13174,110490,4347,0,106,206,0,11,0,0,323
Wind Cave National Park,WICA,SD,2017,May,46204,16018,152246,5286,0,393,226,0,45,87,0,751
