,Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays,Month_Num,Date,Join Code,Region,Division,Park Name Only,Name,Date established as park[7][12],Area (2021)[13],LAT,LONG
0,Crater Lake National Park,CRLA,OR,2015,January,10489,2100,39953,1050,0,0,0,0,162,0,0,162.0,1,2015-01-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
1,Crater Lake National Park,CRLA,OR,2015,February,8635,2400,33682,1200,0,0,0,0,173,0,0,173.0,2,2015-02-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
2,Crater Lake National Park,CRLA,OR,2015,March,13938,2800,54242,1400,0,0,0,0,273,0,0,273.0,3,2015-03-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
3,Crater Lake National Park,CRLA,OR,2015,April,16918,4800,63625,2400,62,0,0,0,171,0,0,233.0,4,2015-04-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
4,Crater Lake National Park,CRLA,OR,2015,May,48217,4900,274731,2450,3457,0,0,2309,224,0,0,5990.0,5,2015-05-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
5,Crater Lake National Park,CRLA,OR,2015,June,84679,6100,655525,3050,7373,1420,0,10348,291,0,0,19432.0,6,2015-06-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
6,Crater Lake National Park,CRLA,OR,2015,July,147623,6500,1021114,3250,7804,1078,0,17211,690,0,0,26782.0,7,2015-07-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
7,Crater Lake National Park,CRLA,OR,2015,August,97673,3900,849516,1950,7830,2400,0,16167,552,0,0,26949.0,8,2015-08-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
8,Crater Lake National Park,CRLA,OR,2015,September,128398,4800,786179,2400,6478,1835,0,9561,261,0,0,18135.0,9,2015-09-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
9,Crater Lake National Park,CRLA,OR,2015,October,42803,3300,195929,1650,1625,815,0,0,191,0,0,2631.0,10,2015-10-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
10,Crater Lake National Park,CRLA,OR,2015,November,12769,3700,49251,1850,0,0,0,0,228,0,0,228.0,11,2015-11-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
11,Crater Lake National Park,CRLA,OR,2015,December,2570,4300,9737,2150,0,0,0,0,37,0,0,37.0,12,2015-12-01,CRLA2015,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
12,Crater Lake National Park,CRLA,OR,2016,January,3112,2100,13472,1050,0,0,0,0,129,0,0,129.0,1,2016-01-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
13,Crater Lake National Park,CRLA,OR,2016,February,7170,2400,30595,1200,0,0,0,0,275,0,0,275.0,2,2016-02-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
14,Crater Lake National Park,CRLA,OR,2016,March,8961,2800,37724,1400,0,0,0,0,318,0,0,318.0,3,2016-03-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
15,Crater Lake National Park,CRLA,OR,2016,April,20389,4800,76082,2400,0,0,0,0,236,0,0,236.0,4,2016-04-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
16,Crater Lake National Park,CRLA,OR,2016,May,40627,4900,178674,2450,2065,0,0,0,172,0,0,2237.0,5,2016-05-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
17,Crater Lake National Park,CRLA,OR,2016,June,122905,6100,687915,3050,7678,0,0,6479,266,0,0,14423.0,6,2016-06-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
18,Crater Lake National Park,CRLA,OR,2016,July,190231,6500,1170959,3250,8062,1300,0,16409,1099,0,0,26870.0,7,2016-07-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
19,Crater Lake National Park,CRLA,OR,2016,August,176895,3900,1129165,1950,7922,2250,0,15812,1102,0,0,27086.0,8,2016-08-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
20,Crater Lake National Park,CRLA,OR,2016,September,131760,4800,849996,2400,6866,2070,0,11151,728,0,0,20815.0,9,2016-09-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
21,Crater Lake National Park,CRLA,OR,2016,October,38985,3300,221555,1650,3278,660,0,910,63,0,0,4911.0,10,2016-10-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
22,Crater Lake National Park,CRLA,OR,2016,November,10325,3700,38577,1850,0,0,0,0,122,0,0,122.0,11,2016-11-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
23,Crater Lake National Park,CRLA,OR,2016,December,4984,4300,21364,2150,0,0,0,0,196,0,0,196.0,12,2016-12-01,CRLA2016,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
24,Crater Lake National Park,CRLA,OR,2017,January,1935,2100,9014,1050,0,0,0,0,112,0,0,112.0,1,2017-01-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
25,Crater Lake National Park,CRLA,OR,2017,February,1402,2400,8106,1200,0,0,0,0,160,0,0,160.0,2,2017-02-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
26,Crater Lake National Park,CRLA,OR,2017,March,8716,2800,37045,1400,0,0,0,0,327,0,0,327.0,3,2017-03-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
27,Crater Lake National Park,CRLA,OR,2017,April,15043,4800,58332,2400,0,0,0,0,284,0,0,284.0,4,2017-04-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
28,Crater Lake National Park,CRLA,OR,2017,May,38145,4900,172627,2450,2215,0,0,0,184,0,0,2399.0,5,2017-05-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
29,Crater Lake National Park,CRLA,OR,2017,June,136567,6100,639212,3050,7038,0,0,2210,221,0,0,9469.0,6,2017-06-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
30,Crater Lake National Park,CRLA,OR,2017,July,208237,6500,1192082,3250,7679,582,0,15716,721,0,0,24698.0,7,2017-07-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
31,Crater Lake National Park,CRLA,OR,2017,August,157429,3900,988500,1950,7013,2072,0,13792,400,0,0,23278.0,8,2017-08-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
32,Crater Lake National Park,CRLA,OR,2017,September,84340,4800,497900,2400,4750,1588,0,4615,133,0,0,11086.0,9,2017-09-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
33,Crater Lake National Park,CRLA,OR,2017,October,41231,3300,178506,1650,1971,75,0,0,58,0,0,2104.0,10,2017-10-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
34,Crater Lake National Park,CRLA,OR,2017,November,9687,3700,34666,1850,0,0,0,0,38,0,0,38.0,11,2017-11-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
35,Crater Lake National Park,CRLA,OR,2017,December,9017,4300,35819,2150,0,0,0,0,213,0,0,213.0,12,2017-12-01,CRLA2017,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
36,Crater Lake National Park,CRLA,OR,2018,January,9220,2100,35209,1050,0,0,0,0,147,0,0,147.0,1,2018-01-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
37,Crater Lake National Park,CRLA,OR,2018,February,8000,2400,31881,1200,0,0,0,0,194,0,0,194.0,2,2018-02-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
38,Crater Lake National Park,CRLA,OR,2018,March,11143,2800,45861,1400,0,0,0,0,343,0,0,343.0,3,2018-03-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
39,Crater Lake National Park,CRLA,OR,2018,April,19790,4800,73386,2400,0,0,0,0,206,0,0,206.0,4,2018-04-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
40,Crater Lake National Park,CRLA,OR,2018,May,52298,4900,229860,2450,2551,0,0,145,155,0,0,2851.0,5,2018-05-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
41,Crater Lake National Park,CRLA,OR,2018,June,110842,6100,639914,3050,7468,0,0,6327,297,0,0,14092.0,6,2018-06-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
42,Crater Lake National Park,CRLA,OR,2018,July,179570,6500,1116978,3250,7734,2725,0,15104,408,0,0,25971.0,7,2018-07-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
43,Crater Lake National Park,CRLA,OR,2018,August,134628,3900,879672,1950,7059,2052,0,12399,325,0,0,21836.0,8,2018-08-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
44,Crater Lake National Park,CRLA,OR,2018,September,110911,4800,719155,2400,7831,1962,0,8064,257,0,0,18114.0,9,2018-09-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
45,Crater Lake National Park,CRLA,OR,2018,October,58308,3300,238862,1650,2004,0,0,0,136,0,0,2140.0,10,2018-10-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
46,Crater Lake National Park,CRLA,OR,2018,November,21309,3700,75702,1850,0,0,0,0,56,0,0,56.0,11,2018-11-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
47,Crater Lake National Park,CRLA,OR,2018,December,4640,4300,17440,2150,0,0,0,0,60,0,0,60.0,12,2018-12-01,CRLA2018,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
48,Crater Lake National Park,CRLA,OR,2019,January,3120,2100,12920,1050,0,0,0,0,100,0,0,100.0,1,2019-01-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
49,Crater Lake National Park,CRLA,OR,2019,February,2436,2400,9927,1200,0,0,0,0,70,0,0,70.0,2,2019-02-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
50,Crater Lake National Park,CRLA,OR,2019,March,4800,2800,22080,1400,0,0,0,0,264,0,0,264.0,3,2019-03-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
51,Crater Lake National Park,CRLA,OR,2019,April,15898,4800,59422,2400,0,0,0,0,189,0,0,189.0,4,2019-04-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
52,Crater Lake National Park,CRLA,OR,2019,May,44808,4900,173020,2450,852,0,0,0,128,0,0,980.0,5,2019-05-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
53,Crater Lake National Park,CRLA,OR,2019,June,103442,6100,522672,3050,8514,0,0,1090,130,0,0,9734.0,6,2019-06-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
54,Crater Lake National Park,CRLA,OR,2019,July,201191,6500,906149,3250,7435,1330,0,2349,472,0,0,11586.0,7,2019-07-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
55,Crater Lake National Park,CRLA,OR,2019,August,163472,3900,830283,1950,7225,1678,0,4854,595,0,0,14352.0,8,2019-08-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
56,Crater Lake National Park,CRLA,OR,2019,September,98266,4800,583916,2400,7936,1178,0,4185,288,0,0,13586.0,9,2019-09-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
57,Crater Lake National Park,CRLA,OR,2019,October,41635,3300,199777,1650,2654,508,0,0,72,0,0,3234.0,10,2019-10-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
58,Crater Lake National Park,CRLA,OR,2019,November,16843,3700,60071,1850,0,0,0,0,56,0,0,56.0,11,2019-11-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
59,Crater Lake National Park,CRLA,OR,2019,December,8601,4300,31545,2150,0,0,0,0,72,0,0,72.0,12,2019-12-01,CRLA2019,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
60,Crater Lake National Park,CRLA,OR,2020,January,3492,2100,13181,1050,0,0,0,0,48,0,0,48.0,1,2020-01-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
61,Crater Lake National Park,CRLA,OR,2020,February,3351,2400,14650,1200,0,0,0,0,146,0,0,146.0,2,2020-02-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
62,Crater Lake National Park,CRLA,OR,2020,March,5304,2800,21644,1400,0,0,0,0,154,0,0,154.0,3,2020-03-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
63,Crater Lake National Park,CRLA,OR,2020,April,686,4800,2462,2400,0,0,0,0,3,0,0,3.0,4,2020-04-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
64,Crater Lake National Park,CRLA,OR,2020,May,814,4900,2848,2450,0,0,0,0,0,0,0,0.0,5,2020-05-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
65,Crater Lake National Park,CRLA,OR,2020,June,59731,6100,266227,3050,2683,0,0,308,404,0,0,3395.0,6,2020-06-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
66,Crater Lake National Park,CRLA,OR,2020,July,209678,6500,974413,3250,7560,0,0,5143,836,0,0,13539.0,7,2020-07-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
67,Crater Lake National Park,CRLA,OR,2020,August,222368,3900,1026295,1950,7148,0,0,5936,746,0,0,13830.0,8,2020-08-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
68,Crater Lake National Park,CRLA,OR,2020,September,59093,4800,409821,2400,4446,0,0,6271,322,0,0,11039.0,9,2020-09-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
69,Crater Lake National Park,CRLA,OR,2020,October,61613,3300,262189,1650,2654,0,0,0,204,0,0,2858.0,10,2020-10-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
70,Crater Lake National Park,CRLA,OR,2020,November,18270,3700,64945,1850,0,0,0,0,50,0,0,50.0,11,2020-11-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
71,Crater Lake National Park,CRLA,OR,2020,December,26100,4300,95790,2150,0,0,0,0,222,0,0,222.0,12,2020-12-01,CRLA2020,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
72,Crater Lake National Park,CRLA,OR,2021,January,8026,2100,30492,1050,0,0,0,0,120,0,0,120.0,1,2021-01-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
73,Crater Lake National Park,CRLA,OR,2021,February,7803,2400,30369,1200,0,0,0,0,153,0,0,153.0,2,2021-02-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
74,Crater Lake National Park,CRLA,OR,2021,March,15312,2800,60832,1400,0,0,0,0,362,0,0,362.0,3,2021-03-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
75,Crater Lake National Park,CRLA,OR,2021,April,25680,4800,97720,2400,0,0,0,0,392,0,0,392.0,4,2021-04-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
76,Crater Lake National Park,CRLA,OR,2021,May,56746,4900,242166,2450,2581,0,0,0,113,0,0,2694.0,5,2021-05-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
77,Crater Lake National Park,CRLA,OR,2021,June,95155,6100,557835,3050,9317,0,0,3493,293,0,0,13103.0,6,2021-06-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
78,Crater Lake National Park,CRLA,OR,2021,July,194712,6500,930584,3250,7667,0,0,5896,425,0,0,13988.0,7,2021-07-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
79,Crater Lake National Park,CRLA,OR,2021,August,106379,3900,608010,1950,7259,0,0,5777,200,0,0,13236.0,8,2021-08-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
80,Crater Lake National Park,CRLA,OR,2021,September,64152,4800,463628,2400,7781,0,0,5634,96,0,0,13511.0,9,2021-09-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
81,Crater Lake National Park,CRLA,OR,2021,October,47196,3300,191322,1650,1571,0,0,0,50,0,0,1621.0,10,2021-10-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
82,Crater Lake National Park,CRLA,OR,2021,November,19410,3700,68454,1850,0,0,0,0,26,0,0,26.0,11,2021-11-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
83,Crater Lake National Park,CRLA,OR,2021,December,7180,4300,26111,2150,0,0,0,0,49,0,0,49.0,12,2021-12-01,CRLA2021,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
84,Crater Lake National Park,CRLA,OR,2022,January,6752,2100,25213,1050,0,0,0,0,79,0,0,79.0,1,2022-01-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
85,Crater Lake National Park,CRLA,OR,2022,February,9213,2400,34655,1200,0,0,0,0,114,0,0,114.0,2,2022-02-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
86,Crater Lake National Park,CRLA,OR,2022,March,11933,2800,47830,1400,0,0,0,0,295,0,0,295.0,3,2022-03-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
87,Crater Lake National Park,CRLA,OR,2022,April,14779,4800,53647,2400,0,0,0,0,96,0,0,96.0,4,2022-04-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
88,Crater Lake National Park,CRLA,OR,2022,May,31822,4900,149196,2450,2315,0,0,0,39,0,0,2354.0,5,2022-05-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
89,Crater Lake National Park,CRLA,OR,2022,June,70975,6100,345101,3050,5958,0,0,0,68,0,0,6026.0,6,2022-06-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
90,Crater Lake National Park,CRLA,OR,2022,July,139513,6500,770847,3250,7227,0,0,8006,340,0,0,15573.0,7,2022-07-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
91,Crater Lake National Park,CRLA,OR,2022,August,107351,3900,660178,1950,6883,0,0,8450,266,0,0,15599.0,8,2022-08-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
92,Crater Lake National Park,CRLA,OR,2022,September,78967,4800,557353,2400,7393,0,0,7928,206,0,0,15527.0,9,2022-09-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
93,Crater Lake National Park,CRLA,OR,2022,October,39989,3300,163129,1650,1378,0,0,0,56,0,0,1434.0,10,2022-10-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
94,Crater Lake National Park,CRLA,OR,2022,November,10481,3700,36782,1850,0,0,0,0,5,0,0,5.0,11,2022-11-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
95,Crater Lake National Park,CRLA,OR,2022,December,5484,4300,19674,2150,0,0,0,0,24,0,0,24.0,12,2022-12-01,CRLA2022,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
96,Crater Lake National Park,CRLA,OR,2023,January,4384,2100,15563,1050,0,0,0,0,11,0,0,11.0,1,2023-01-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
97,Crater Lake National Park,CRLA,OR,2023,February,8143,2400,30121,1200,0,0,0,0,81,0,0,81.0,2,2023-02-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
98,Crater Lake National Park,CRLA,OR,2023,March,14062,2800,50596,1400,0,0,0,0,69,0,0,69.0,3,2023-03-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
99,Crater Lake National Park,CRLA,OR,2023,April,15850,4800,58814,2400,0,0,0,0,167,0,0,167.0,4,2023-04-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
100,Crater Lake National Park,CRLA,OR,2023,May,29030,4900,135858,2450,2047,0,0,0,75,0,0,2122.0,5,2023-05-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
101,Crater Lake National Park,CRLA,OR,2023,June,54566,6100,344678,3050,9396,0,0,120,48,0,0,9564.0,6,2023-06-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
102,Crater Lake National Park,CRLA,OR,2023,July,155809,6500,976287,3250,7531,0,0,15117,406,0,0,23054.0,7,2023-07-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
103,Crater Lake National Park,CRLA,OR,2023,August,127179,3900,850186,1950,7215,0,0,14257,224,0,0,21696.0,8,2023-08-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
104,Crater Lake National Park,CRLA,OR,2023,September,78550,4800,626584,2400,7270,0,0,11543,224,0,0,19037.0,9,2023-09-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
105,Crater Lake National Park,CRLA,OR,2023,October,45595,3300,202671,1650,2568,0,0,0,100,0,0,2668.0,10,2023-10-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
106,Crater Lake National Park,CRLA,OR,2023,November,15376,3700,54615,1850,0,0,0,0,40,0,0,40.0,11,2023-11-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
107,Crater Lake National Park,CRLA,OR,2023,December,11432,4300,41711,2150,0,0,0,0,85,0,0,85.0,12,2023-12-01,CRLA2023,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
108,Crater Lake National Park,CRLA,OR,2024,January,4659,2100,16927,1050,0,0,0,0,31,0,0,31.0,1,2024-01-01,CRLA2024,West,Pacific,Crater Lake,Crater Lake,22-May-02,"183,224.05 acres (741.5 km2)",42.94,-122.1
