,Park Name,Park Code,State,Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays,Month_Num,Date,Join Code,Region,Division,Park Name Only,Name,Date established as park[7][12],Area (2021)[13],LAT,LONG
6993,Virgin Islands National Park,VIIS,VI,2025,October,13494,15000,82991,3750,0,0,0,0,0,0,0,0.0,10,2025-10-01,VIIS2025,,,Virgin Islands,Virgin Islands,2-Aug-56,"15,052.33 acres (60.9 km2)",18.33,-64.73
6994,Virgin Islands National Park,VIIS,VI,2025,November,31099,15045,191256,4020,0,0,0,0,0,405,45,450.0,11,2025-11-01,VIIS2025,,,Virgin Islands,Virgin Islands,2-Aug-56,"15,052.33 acres (60.9 km2)",18.33,-64.73
6995,Virgin Islands National Park,VIIS,VI,2025,December,46892,15101,288387,4358,1474,0,0,1472,0,913,101,3960.0,12,2025-12-01,VIIS2025,,,Virgin Islands,Virgin Islands,2-Aug-56,"15,052.33 acres (60.9 km2)",18.33,-64.73
6996,Voyageurs National Park,VOYA,MN,2015,January,6365,0,23121,0,0,0,0,0,4,0,0,4.0,1,2015-01-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
6997,Voyageurs National Park,VOYA,MN,2015,February,6917,0,23577,0,0,0,0,0,18,0,0,18.0,2,2015-02-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
6998,Voyageurs National Park,VOYA,MN,2015,March,3643,0,12343,0,0,0,0,0,4,0,0,4.0,3,2015-03-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
6999,Voyageurs National Park,VOYA,MN,2015,April,246,0,240,0,0,0,0,0,25,0,0,25.0,4,2015-04-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7000,Voyageurs National Park,VOYA,MN,2015,May,28579,0,182833,0,560,0,0,0,4812,2469,0,7841.0,5,2015-05-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7001,Voyageurs National Park,VOYA,MN,2015,June,48435,0,268119,0,1120,0,0,0,11578,5327,0,18025.0,6,2015-06-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7002,Voyageurs National Park,VOYA,MN,2015,July,51910,0,261423,0,260,0,0,0,16157,6994,0,23411.0,7,2015-07-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7003,Voyageurs National Park,VOYA,MN,2015,August,51686,0,278001,0,599,0,0,0,11587,6944,0,19130.0,8,2015-08-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7004,Voyageurs National Park,VOYA,MN,2015,September,27018,0,140890,0,694,0,0,0,5337,3276,0,9307.0,9,2015-09-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7005,Voyageurs National Park,VOYA,MN,2015,October,10977,0,53374,0,0,0,0,0,876,2317,0,3193.0,10,2015-10-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7006,Voyageurs National Park,VOYA,MN,2015,November,2387,0,14013,0,0,0,0,0,64,359,0,423.0,11,2015-11-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7007,Voyageurs National Park,VOYA,MN,2015,December,150,0,150,0,0,0,0,0,0,0,0,0.0,12,2015-12-01,VOYA2015,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7008,Voyageurs National Park,VOYA,MN,2016,January,5105,0,19757,0,0,0,0,0,10,0,0,10.0,1,2016-01-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7009,Voyageurs National Park,VOYA,MN,2016,February,8502,0,28920,0,0,0,0,0,32,0,0,32.0,2,2016-02-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7010,Voyageurs National Park,VOYA,MN,2016,March,3004,0,9721,0,0,0,0,0,0,0,0,0.0,3,2016-03-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7011,Voyageurs National Park,VOYA,MN,2016,April,350,0,342,0,0,0,0,0,24,0,0,24.0,4,2016-04-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7012,Voyageurs National Park,VOYA,MN,2016,May,28844,0,185410,0,433,0,0,0,5508,2624,0,8565.0,5,2016-05-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7013,Voyageurs National Park,VOYA,MN,2016,June,48611,0,269356,0,1108,0,0,0,12026,5372,0,18506.0,6,2016-06-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7014,Voyageurs National Park,VOYA,MN,2016,July,54668,0,296728,0,1192,0,0,0,15324,7532,0,24048.0,7,2016-07-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7015,Voyageurs National Park,VOYA,MN,2016,August,51770,0,282642,0,525,0,0,0,7331,7131,0,14987.0,8,2016-08-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7016,Voyageurs National Park,VOYA,MN,2016,September,27569,0,144294,0,678,0,0,0,5529,3391,0,9598.0,9,2016-09-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7017,Voyageurs National Park,VOYA,MN,2016,October,11002,0,54099,0,47,0,0,0,632,2312,0,2991.0,10,2016-10-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7018,Voyageurs National Park,VOYA,MN,2016,November,2291,0,12491,0,0,0,0,0,35,312,0,347.0,11,2016-11-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7019,Voyageurs National Park,VOYA,MN,2016,December,196,0,196,0,0,0,0,0,0,0,0,0.0,12,2016-12-01,VOYA2016,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7020,Voyageurs National Park,VOYA,MN,2017,January,3906,0,14382,0,0,0,0,0,17,0,0,17.0,1,2017-01-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7021,Voyageurs National Park,VOYA,MN,2017,February,7729,0,28049,0,0,0,0,0,16,0,0,16.0,2,2017-02-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7022,Voyageurs National Park,VOYA,MN,2017,March,1221,0,3950,0,0,0,0,0,12,0,0,12.0,3,2017-03-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7023,Voyageurs National Park,VOYA,MN,2017,April,331,0,331,0,0,0,0,0,86,0,0,86.0,4,2017-04-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7024,Voyageurs National Park,VOYA,MN,2017,May,29449,0,192666,0,515,0,0,0,5542,2799,0,8856.0,5,2017-05-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7025,Voyageurs National Park,VOYA,MN,2017,June,49235,0,274001,0,1151,0,0,0,11800,5490,0,18441.0,6,2017-06-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7026,Voyageurs National Park,VOYA,MN,2017,July,53350,0,263978,0,861,0,0,0,16852,6716,0,24429.0,7,2017-07-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7027,Voyageurs National Park,VOYA,MN,2017,August,52552,0,270010,0,587,0,0,0,13910,6704,0,21201.0,8,2017-08-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7028,Voyageurs National Park,VOYA,MN,2017,September,25963,0,129837,0,708,0,0,0,4312,2927,0,7947.0,9,2017-09-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7029,Voyageurs National Park,VOYA,MN,2017,October,10990,0,52123,0,0,0,0,0,936,2278,0,3214.0,10,2017-10-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7030,Voyageurs National Park,VOYA,MN,2017,November,2414,0,14257,0,0,0,0,0,56,366,0,422.0,11,2017-11-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7031,Voyageurs National Park,VOYA,MN,2017,December,110,0,110,0,0,0,0,0,0,0,0,0.0,12,2017-12-01,VOYA2017,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7032,Voyageurs National Park,VOYA,MN,2018,January,4369,0,16212,0,0,0,0,0,21,0,0,21.0,1,2018-01-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7033,Voyageurs National Park,VOYA,MN,2018,February,6955,0,25067,0,0,0,0,0,85,0,0,85.0,2,2018-02-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7034,Voyageurs National Park,VOYA,MN,2018,March,5259,0,19351,0,0,0,0,0,10,0,0,10.0,3,2018-03-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7035,Voyageurs National Park,VOYA,MN,2018,April,286,0,286,0,0,0,0,0,0,0,0,0.0,4,2018-04-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7036,Voyageurs National Park,VOYA,MN,2018,May,28843,0,183013,0,345,0,0,0,5500,2602,0,8447.0,5,2018-05-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7037,Voyageurs National Park,VOYA,MN,2018,June,48594,0,247761,0,1157,0,0,0,14500,4676,0,20333.0,6,2018-06-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7038,Voyageurs National Park,VOYA,MN,2018,July,52789,0,251210,0,899,0,0,0,16848,6299,0,24046.0,7,2018-07-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7039,Voyageurs National Park,VOYA,MN,2018,August,52468,0,249514,0,626,0,0,0,17650,6048,0,24324.0,8,2018-08-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7040,Voyageurs National Park,VOYA,MN,2018,September,26427,0,131198,0,701,0,0,0,3990,2973,0,7664.0,9,2018-09-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7041,Voyageurs National Park,VOYA,MN,2018,October,11106,0,54339,0,0,0,0,0,876,2347,0,3223.0,10,2018-10-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7042,Voyageurs National Park,VOYA,MN,2018,November,2408,0,14353,0,0,0,0,0,19,369,0,388.0,11,2018-11-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7043,Voyageurs National Park,VOYA,MN,2018,December,152,0,152,0,0,0,0,0,0,0,0,0.0,12,2018-12-01,VOYA2018,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7044,Voyageurs National Park,VOYA,MN,2019,January,4458,0,16776,0,0,0,0,0,16,0,0,16.0,1,2019-01-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7045,Voyageurs National Park,VOYA,MN,2019,February,7602,0,27212,0,0,0,0,0,13,0,0,13.0,2,2019-02-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7046,Voyageurs National Park,VOYA,MN,2019,March,3214,0,11059,0,0,0,0,0,0,0,0,0.0,3,2019-03-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7047,Voyageurs National Park,VOYA,MN,2019,April,213,0,213,0,0,0,0,0,44,0,0,44.0,4,2019-04-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7048,Voyageurs National Park,VOYA,MN,2019,May,28198,0,178982,0,506,0,0,0,4395,2382,0,7283.0,5,2019-05-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7049,Voyageurs National Park,VOYA,MN,2019,June,47387,0,251775,0,1068,0,0,0,10248,4852,0,16168.0,6,2019-06-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7050,Voyageurs National Park,VOYA,MN,2019,July,52031,0,258982,0,1027,0,0,0,13170,6464,0,20661.0,7,2019-07-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7051,Voyageurs National Park,VOYA,MN,2019,August,50586,0,241625,0,705,0,0,0,13465,5757,0,19927.0,8,2019-08-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7052,Voyageurs National Park,VOYA,MN,2019,September,25517,0,123837,0,421,0,0,0,3036,2911,0,6368.0,9,2019-09-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7053,Voyageurs National Park,VOYA,MN,2019,October,11047,0,54624,0,0,0,0,0,851,2356,0,3207.0,10,2019-10-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7054,Voyageurs National Park,VOYA,MN,2019,November,2472,0,15358,0,0,0,0,0,24,400,0,424.0,11,2019-11-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7055,Voyageurs National Park,VOYA,MN,2019,December,249,0,437,0,0,0,0,0,0,0,0,0.0,12,2019-12-01,VOYA2019,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7056,Voyageurs National Park,VOYA,MN,2020,January,2585,0,7253,0,0,0,0,0,17,0,0,17.0,1,2020-01-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7057,Voyageurs National Park,VOYA,MN,2020,February,5316,0,14792,0,0,0,0,0,22,0,0,22.0,2,2020-02-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7058,Voyageurs National Park,VOYA,MN,2020,March,2149,0,5689,0,0,0,0,0,42,0,0,42.0,3,2020-03-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7059,Voyageurs National Park,VOYA,MN,2020,April,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2020-04-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7060,Voyageurs National Park,VOYA,MN,2020,May,29681,0,193733,0,0,0,0,0,5120,3138,0,8258.0,5,2020-05-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7061,Voyageurs National Park,VOYA,MN,2020,June,53895,0,323966,0,475,0,0,0,15114,7435,0,23024.0,6,2020-06-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7062,Voyageurs National Park,VOYA,MN,2020,July,62161,0,385766,0,697,0,0,0,19739,10577,0,31013.0,7,2020-07-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7063,Voyageurs National Park,VOYA,MN,2020,August,61797,0,381461,0,584,0,0,0,18546,10150,0,29280.0,8,2020-08-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7064,Voyageurs National Park,VOYA,MN,2020,September,31408,0,188496,0,334,0,0,0,7481,4961,0,12776.0,9,2020-09-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7065,Voyageurs National Park,VOYA,MN,2020,October,11601,0,60360,0,0,0,0,0,1126,2533,0,3659.0,10,2020-10-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7066,Voyageurs National Park,VOYA,MN,2020,November,2479,0,15413,0,0,0,0,0,54,402,0,456.0,11,2020-11-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7067,Voyageurs National Park,VOYA,MN,2020,December,19,0,57,0,0,0,0,0,16,0,0,16.0,12,2020-12-01,VOYA2020,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7068,Voyageurs National Park,VOYA,MN,2021,January,4679,0,17877,0,0,0,0,0,13,0,0,13.0,1,2021-01-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7069,Voyageurs National Park,VOYA,MN,2021,February,7887,0,28062,0,0,0,0,0,1,0,0,1.0,2,2021-02-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7070,Voyageurs National Park,VOYA,MN,2021,March,1558,0,5550,0,0,0,0,0,26,0,0,26.0,3,2021-03-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7071,Voyageurs National Park,VOYA,MN,2021,April,104,0,85,0,0,0,0,0,37,0,0,37.0,4,2021-04-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7072,Voyageurs National Park,VOYA,MN,2021,May,29785,0,187319,0,422,0,0,0,7239,2689,0,10350.0,5,2021-05-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7073,Voyageurs National Park,VOYA,MN,2021,June,49166,0,230971,0,892,0,0,0,17615,4314,0,22821.0,6,2021-06-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7074,Voyageurs National Park,VOYA,MN,2021,July,53255,0,221233,0,1082,0,0,0,21433,5264,0,27779.0,7,2021-07-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7075,Voyageurs National Park,VOYA,MN,2021,August,55580,0,262634,0,932,0,0,0,19087,6272,0,26291.0,8,2021-08-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7076,Voyageurs National Park,VOYA,MN,2021,September,27166,0,126020,0,386,0,0,0,7366,3000,0,10752.0,9,2021-09-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7077,Voyageurs National Park,VOYA,MN,2021,October,11031,0,51552,0,0,0,0,0,1163,2261,0,3424.0,10,2021-10-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7078,Voyageurs National Park,VOYA,MN,2021,November,2474,0,15413,0,0,0,0,0,18,402,0,420.0,11,2021-11-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7079,Voyageurs National Park,VOYA,MN,2021,December,357,0,1055,0,0,0,0,0,2,0,0,2.0,12,2021-12-01,VOYA2021,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7080,Voyageurs National Park,VOYA,MN,2022,January,4464,0,17264,0,0,0,0,0,9,0,0,9.0,1,2022-01-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7081,Voyageurs National Park,VOYA,MN,2022,February,5264,0,18902,0,0,0,0,0,16,0,0,16.0,2,2022-02-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7082,Voyageurs National Park,VOYA,MN,2022,March,3268,0,10702,0,0,0,0,0,26,0,0,26.0,3,2022-03-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7083,Voyageurs National Park,VOYA,MN,2022,April,172,0,172,0,0,0,0,0,0,0,0,0.0,4,2022-04-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7084,Voyageurs National Park,VOYA,MN,2022,May,28130,0,183194,0,302,0,0,0,3167,2633,0,6102.0,5,2022-05-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7085,Voyageurs National Park,VOYA,MN,2022,June,44629,0,228560,0,198,0,0,0,5889,4651,0,10738.0,6,2022-06-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7086,Voyageurs National Park,VOYA,MN,2022,July,48662,0,214689,0,807,0,0,0,13701,5225,0,19733.0,7,2022-07-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7087,Voyageurs National Park,VOYA,MN,2022,August,48500,0,212258,0,861,0,0,0,14291,4757,0,19909.0,8,2022-08-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7088,Voyageurs National Park,VOYA,MN,2022,September,24541,0,95589,0,716,0,0,0,5842,1864,0,8422.0,9,2022-09-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7089,Voyageurs National Park,VOYA,MN,2022,October,10801,0,50654,0,7,0,0,0,613,2229,0,2849.0,10,2022-10-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7090,Voyageurs National Park,VOYA,MN,2022,November,2473,0,15413,0,0,0,0,0,12,402,0,414.0,11,2022-11-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7091,Voyageurs National Park,VOYA,MN,2022,December,530,0,1590,0,0,0,0,0,0,0,0,0.0,12,2022-12-01,VOYA2022,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7092,Voyageurs National Park,VOYA,MN,2023,January,2641,0,7993,0,0,0,0,0,9,0,0,9.0,1,2023-01-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7093,Voyageurs National Park,VOYA,MN,2023,February,7461,0,27140,0,0,0,0,0,3,0,0,3.0,2,2023-02-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7094,Voyageurs National Park,VOYA,MN,2023,March,6598,0,26375,0,0,0,0,0,28,0,0,28.0,3,2023-03-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7095,Voyageurs National Park,VOYA,MN,2023,April,498,0,2007,0,0,0,0,0,4,0,0,4.0,4,2023-04-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7096,Voyageurs National Park,VOYA,MN,2023,May,28346,0,180522,0,446,0,0,0,4880,2465,0,7791.0,5,2023-05-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7097,Voyageurs National Park,VOYA,MN,2023,June,44815,0,196706,0,1023,0,0,0,14219,3177,0,18419.0,6,2023-06-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
7098,Voyageurs National Park,VOYA,MN,2023,July,46106,0,164790,0,1027,0,0,0,15983,3553,0,20563.0,7,2023-07-01,VOYA2023,Midwest,West North Central,Voyageurs,Voyageurs,8-Apr-75,"218,222.35 acres (883.1 km2)",48.5,-92.88
