Year,Code,Name,Recreation Visits,"Visitor
Spending ($)",Jobs Supported,Labor Income ($),Value Added ($),"Economic
Output ($)"
2015,DEVA,Death Valley National Park,1154843.00,95036.90,1336.00,47073.20,76298.40,124098.20
2015,DENA,Denali National Park & Preserve,560757.00,567166.40,7300.00,269162.20,499126.00,810349.00
2015,DRTO,Dry Tortugas National Park (formerly Fort Jefferson National Monument),70862.00,4235.90,52.00,1772.30,2893.30,4681.70
2015,EVER,Everglades National Park,1077427.00,103392.60,1521.00,60129.10,95467.10,154124.50
2015,GAAR,Gates of the Arctic National Park & Preserve,10745.00,16576.90,217.00,7877.40,14464.70,23600.40
2015,JEFF,Gateway Arch National Park (formerly Jefferson National Expansion Memorial),1698656.00,165967.80,3026.00,92108.60,145435.40,258440.40
2015,GLBA,Glacier Bay National Park & Preserve,551353.00,112754.20,2060.00,61472.60,94882.20,161779.70
2015,GLAC,Glacier National Park,2366057.00,198966.00,3474.00,93528.80,143420.80,268619.60
2015,GOSP,Golden Spike National Park (Historic Site),59147.00,3313.50,55.00,1623.80,2553.20,4570.30
2015,GRCA,Grand Canyon National Park,5520736.00,584890.90,8897.00,301914.60,502940.40,813705.80
2015,GRTE,Grand Teton National Park,3149920.00,560394.40,8862.00,258250.20,412894.30,728987.80
2015,GRBA,Great Basin National Park,116124.00,6461.20,94.00,2098.10,3741.40,6786.00
2015,GRSA,Great Sand Dunes National Park & Preserve,299513.00,17752.70,263.00,6878.30,12308.20,21546.40
2015,GRSM,Great Smoky Mountains National Park,10712673.00,873886.50,13709.00,396249.70,692101.00,1181331.90
2015,GUMO,Guadalupe Mountains National Park,169535.00,10305.20,157.00,3880.80,6781.00,12360.10
2015,HALE,Haleakalā National Park,1216772.00,76462.50,905.00,35009.50,59315.90,91758.70
2015,HAVO,Hawai'i Volcanoes National Park,1832660.00,151246.20,1834.00,70723.60,122863.00,189391.10
2015,HOSP,Hot Springs National Park,1418163.00,88953.70,1433.00,37014.60,62800.40,113410.80
2015,INDU,Indiana Dunes National Park (National Lakeshore),1640195.00,69879.40,976.00,37303.10,58793.10,95166.00
2015,ISRO,Isle Royale National Park,18684.00,4084.50,66.00,1449.60,2556.50,4733.60
2015,JOTR,Joshua Tree National Park,2025755.00,96741.30,1341.00,49858.50,78826.50,128226.70
2015,KATM,Katmai National Park & Preserve,37818.00,58343.10,765.00,27725.00,50909.20,83062.70
2015,KEFJ,Kenai Fjords National Park,296697.00,59320.60,1092.00,32447.50,49840.00,85107.80
2015,KOVA,Kobuk Valley National Park,0.00,0.00,0.00,0.00,0.00,0.00
2015,LACL,Lake Clark National Park & Preserve,17818.00,27488.60,361.00,13062.70,23986.10,39135.30
2015,LAVO,Lassen Volcanic National Park,468092.00,27361.50,403.00,10117.40,17837.90,31159.40
2015,MACA,Mammoth Cave National Park,566895.00,48102.80,749.00,23429.10,38796.00,66026.30
2015,MEVE,Mesa Verde National Park,547325.00,55447.00,814.00,21666.00,38670.00,66816.10
2015,MORA,Mount Rainier National Park,1237232.00,45741.30,596.00,21018.20,36426.80,58341.20
2015,NOCA,North Cascades National Park,20677.00,800.50,8.00,327.70,546.90,868.80
2015,OLYM,Olympic National Park,3263761.00,270618.60,3654.00,131171.60,232596.40,375500.80
2015,PEFO,Petrified Forest National Park,793226.00,50032.40,691.00,18013.50,31798.70,55193.40
2015,PINN,Pinnacles National Park,206532.00,11826.30,162.00,5907.00,8987.90,14480.20
2015,ROMO,Rocky Mountain National Park,4155917.00,268391.40,4144.00,152167.60,246198.30,408311.00
2015,SAGU,Saguaro National Park,753446.00,47493.00,691.00,24664.80,40354.40,66549.80
2015,SEKI,Sequoia & Kings Canyon National Parks,1565569.00,123279.20,1788.00,51084.80,87266.90,150228.80
2015,SHEN,Shenandoah National Park,1321873.00,87870.20,1179.00,45851.30,72593.90,115205.80
2015,THRO,Theodore Roosevelt National Park,580033.00,35903.70,494.00,13373.90,21405.80,38163.70
2015,VIIS,Virgin Islands National Park,438371.00,62133.50,819.00,30720.30,54179.00,83458.20
2015,VOYA,Voyageurs National Park,238313.00,18992.10,301.00,7310.30,13001.70,23501.10
2015,WHSA,White Sands National Park (formerly White Sands National Monument),497506.00,25729.30,387.00,9288.80,15953.90,29352.10
2015,WICA,Wind Cave National Park,612199.00,60578.60,1044.00,25322.60,41775.30,80365.10
2015,WRST,Wrangell - St. Elias National Park & Preserve,80366.00,123983.80,1622.00,58917.70,108186.10,176514.80
2015,YELL,Yellowstone National Park,4097709.00,493620.90,7737.00,224826.50,361876.30,638574.70
2015,YOSE,Yosemite National Park,4150218.00,449080.80,6887.00,207730.70,348826.20,593693.70
2015,ZION,Zion National Park,3648846.00,202198.40,2823.00,104418.60,172318.20,274562.80
